Commodity,Country,Unit,Quantity,Value
MOULDED AND EXTRUDED GOODS                        ,CHAD,,,0.0
MOULDED AND EXTRUDED GOODS                        ,CHILE,,,0.08
MOULDED AND EXTRUDED GOODS                        ,CHINA P RP,,,706.31
MOULDED AND EXTRUDED GOODS                        ,COLOMBIA,,,0.0
MOULDED AND EXTRUDED GOODS                        ,CONGO D. REP.,,,0.0
MOULDED AND EXTRUDED GOODS                        ,COSTA RICA,,,0.04
MOULDED AND EXTRUDED GOODS                        ,COTE D' IVOIRE,,,0.0
MOULDED AND EXTRUDED GOODS                        ,CROATIA,,,0.01
MOULDED AND EXTRUDED GOODS                        ,CYPRUS,,,0.01
MOULDED AND EXTRUDED GOODS                        ,CZECH REPUBLIC,,,7.1
MOULDED AND EXTRUDED GOODS                        ,DENMARK,,,6.08
MOULDED AND EXTRUDED GOODS                        ,DJIBOUTI,,,0.0
MOULDED AND EXTRUDED GOODS                        ,DOMINIC REP,,,0.0
MOULDED AND EXTRUDED GOODS                        ,ECUADOR,,,0.0
MOULDED AND EXTRUDED GOODS                        ,EGYPT A RP,,,0.19
MOULDED AND EXTRUDED GOODS                        ,EL SALVADOR,,,0.0
MOULDED AND EXTRUDED GOODS                        ,ESTONIA,,,0.94
MOULDED AND EXTRUDED GOODS                        ,ETHIOPIA,,,0.0
MOULDED AND EXTRUDED GOODS                        ,FIJI IS,,,0.0
MOULDED AND EXTRUDED GOODS                        ,FINLAND,,,8.46
MOULDED AND EXTRUDED GOODS                        ,FRANCE,,,57.39
MOULDED AND EXTRUDED GOODS                        ,GABON,,,0.0
MOULDED AND EXTRUDED GOODS                        ,GEORGIA,,,0.01
MOULDED AND EXTRUDED GOODS                        ,GERMANY,,,157.99
MOULDED AND EXTRUDED GOODS                        ,GHANA,,,0.0
MOULDED AND EXTRUDED GOODS                        ,GREECE,,,0.5
MOULDED AND EXTRUDED GOODS                        ,GUATEMALA,,,0.0
MOULDED AND EXTRUDED GOODS                        ,GUINEA,,,0.0
MOULDED AND EXTRUDED GOODS                        ,HONDURAS,,,0.01
MOULDED AND EXTRUDED GOODS                        ,HONG KONG,,,71.8
MOULDED AND EXTRUDED GOODS                        ,HUNGARY,,,1.73
MOULDED AND EXTRUDED GOODS                        ,ICELAND,,,0.0
MOULDED AND EXTRUDED GOODS                        ,INDONESIA,,,17.05
MOULDED AND EXTRUDED GOODS                        ,IRAN,,,0.03
MOULDED AND EXTRUDED GOODS                        ,IRELAND,,,7.98
MOULDED AND EXTRUDED GOODS                        ,ISRAEL,,,7.07
MOULDED AND EXTRUDED GOODS                        ,ITALY,,,62.99
MOULDED AND EXTRUDED GOODS                        ,JAMAICA,,,0.0
MOULDED AND EXTRUDED GOODS                        ,JAPAN,,,75.38
MOULDED AND EXTRUDED GOODS                        ,JORDAN,,,0.0
MOULDED AND EXTRUDED GOODS                        ,KAZAKHSTAN,,,0.0
MOULDED AND EXTRUDED GOODS                        ,KENYA,,,0.0
MOULDED AND EXTRUDED GOODS                        ,KOREA DP RP,,,0.0
MOULDED AND EXTRUDED GOODS                        ,KOREA RP,,,112.92
MOULDED AND EXTRUDED GOODS                        ,KUWAIT,,,0.01
MOULDED AND EXTRUDED GOODS                        ,LAO PD RP,,,0.0
MOULDED AND EXTRUDED GOODS                        ,LATVIA,,,0.02
MOULDED AND EXTRUDED GOODS                        ,LEBANON,,,0.01
MOULDED AND EXTRUDED GOODS                        ,LIECHTENSTEIN,,,0.0
MOULDED AND EXTRUDED GOODS                        ,LITHUANIA,,,0.14
MOULDED AND EXTRUDED GOODS                        ,LUXEMBOURG,,,0.31
MOULDED AND EXTRUDED GOODS                        ,MACAO,,,0.0
MOULDED AND EXTRUDED GOODS                        ,MACEDONIA,,,0.0
MOULDED AND EXTRUDED GOODS                        ,MADAGASCAR,,,0.0
MOULDED AND EXTRUDED GOODS                        ,MALAYSIA,,,9.76
MOULDED AND EXTRUDED GOODS                        ,MALDIVES,,,0.01
MOULDED AND EXTRUDED GOODS                        ,MALTA,,,0.12
MOULDED AND EXTRUDED GOODS                        ,MARSHALL ISLAND,,,0.0
MOULDED AND EXTRUDED GOODS                        ,MAURITIUS,,,0.01
MOULDED AND EXTRUDED GOODS                        ,MAYOTTE,,,0.0
MOULDED AND EXTRUDED GOODS                        ,MEXICO,,,1.41
MOULDED AND EXTRUDED GOODS                        ,MONACO,,,0.03
MOULDED AND EXTRUDED GOODS                        ,MOROCCO,,,0.65
MOULDED AND EXTRUDED GOODS                        ,MYANMAR,,,0.0
MOULDED AND EXTRUDED GOODS                        ,NEPAL,,,20.58
MOULDED AND EXTRUDED GOODS                        ,NETHERLAND,,,31.38
MOULDED AND EXTRUDED GOODS                        ,NETHERLANDANTIL,,,0.08
MOULDED AND EXTRUDED GOODS                        ,NEW ZEALAND,,,0.39
MOULDED AND EXTRUDED GOODS                        ,NIGERIA,,,0.15
MOULDED AND EXTRUDED GOODS                        ,NORWAY,,,0.92
MOULDED AND EXTRUDED GOODS                        ,OMAN,,,0.4
MOULDED AND EXTRUDED GOODS                        ,PANAMA REPUBLIC,,,0.04
MOULDED AND EXTRUDED GOODS                        ,PAPUA N GNA,,,0.0
MOULDED AND EXTRUDED GOODS                        ,PARAGUAY,,,0.0
MOULDED AND EXTRUDED GOODS                        ,PERU,,,0.01
MOULDED AND EXTRUDED GOODS                        ,PHILIPPINES,,,1.3
MOULDED AND EXTRUDED GOODS                        ,POLAND,,,10.46
MOULDED AND EXTRUDED GOODS                        ,PORTUGAL,,,2.83
MOULDED AND EXTRUDED GOODS                        ,PUERTO RICO,,,0.06
MOULDED AND EXTRUDED GOODS                        ,QATAR,,,0.04
MOULDED AND EXTRUDED GOODS                        ,ROMANIA,,,0.94
MOULDED AND EXTRUDED GOODS                        ,RUSSIA,,,0.29
MOULDED AND EXTRUDED GOODS                        ,SAUDI ARAB,,,2.67
MOULDED AND EXTRUDED GOODS                        ,SENEGAL,,,0.0
MOULDED AND EXTRUDED GOODS                        ,SERBIA,,,0.18
MOULDED AND EXTRUDED GOODS                        ,SEYCHELLES,,,0.01
MOULDED AND EXTRUDED GOODS                        ,SINGAPORE,,,44.12
MOULDED AND EXTRUDED GOODS                        ,SLOVAK REP,,,0.69
MOULDED AND EXTRUDED GOODS                        ,SLOVENIA,,,3.13
MOULDED AND EXTRUDED GOODS                        ,SOUTH AFRICA,,,0.2
MOULDED AND EXTRUDED GOODS                        ,SPAIN,,,7.38
MOULDED AND EXTRUDED GOODS                        ,SRI LANKA DSR,,,2.9
MOULDED AND EXTRUDED GOODS                        ,ST HELENA,,,0.0
MOULDED AND EXTRUDED GOODS                        ,SWAZILAND,,,0.02
MOULDED AND EXTRUDED GOODS                        ,SWEDEN,,,5.99
MOULDED AND EXTRUDED GOODS                        ,SWITZERLAND,,,18.83
MOULDED AND EXTRUDED GOODS                        ,TAIWAN,,,37.91
MOULDED AND EXTRUDED GOODS                        ,THAILAND,,,25.27
MOULDED AND EXTRUDED GOODS                        ,TUNISIA,,,2.99
MOULDED AND EXTRUDED GOODS                        ,TURKEY,,,16.32
MOULDED AND EXTRUDED GOODS                        ,U ARAB EMTS,,,9.0
MOULDED AND EXTRUDED GOODS                        ,U K,,,38.5
MOULDED AND EXTRUDED GOODS                        ,U S A,,,154.98
MOULDED AND EXTRUDED GOODS                        ,UKRAINE,,,0.12
MOULDED AND EXTRUDED GOODS                        ,UNSPECIFIED,,,0.07
MOULDED AND EXTRUDED GOODS                        ,URUGUAY,,,0.0
MOULDED AND EXTRUDED GOODS                        ,UZBEKISTAN,,,0.0
MOULDED AND EXTRUDED GOODS                        ,VENEZUELA,,,0.0
MOULDED AND EXTRUDED GOODS                        ,VIETNAM SOC REP,,,18.47
MOULDED AND EXTRUDED GOODS                        ,ZAMBIA,,,0.0
OTHER PLASTIC ITEMS                               ,AFGHANISTAN,,,0.0
OTHER PLASTIC ITEMS                               ,AUSTRALIA,,,0.3
OTHER PLASTIC ITEMS                               ,AUSTRIA,,,2.84
OTHER PLASTIC ITEMS                               ,BAHARAIN IS,,,0.0
OTHER PLASTIC ITEMS                               ,BANGLADESH PR,,,22.39
OTHER PLASTIC ITEMS                               ,BELGIUM,,,15.04
OTHER PLASTIC ITEMS                               ,BRAZIL,,,1.06
OTHER PLASTIC ITEMS                               ,BULGARIA,,,0.05
OTHER PLASTIC ITEMS                               ,CAMBODIA,,,0.13
OTHER PLASTIC ITEMS                               ,CANADA,,,0.62
OTHER PLASTIC ITEMS                               ,CHILE,,,0.0
OTHER PLASTIC ITEMS                               ,CHINA P RP,,,448.41
OTHER PLASTIC ITEMS                               ,COLOMBIA,,,0.0
OTHER PLASTIC ITEMS                               ,CROATIA,,,0.62
OTHER PLASTIC ITEMS                               ,CYPRUS,,,0.01
OTHER PLASTIC ITEMS                               ,CZECH REPUBLIC,,,2.05
OTHER PLASTIC ITEMS                               ,DENMARK,,,0.08
OTHER PLASTIC ITEMS                               ,EGYPT A RP,,,0.0
OTHER PLASTIC ITEMS                               ,ESTONIA,,,0.34
OTHER PLASTIC ITEMS                               ,FINLAND,,,2.83
OTHER PLASTIC ITEMS                               ,FRANCE,,,20.26
OTHER PLASTIC ITEMS                               ,GERMANY,,,26.82
OTHER PLASTIC ITEMS                               ,GREECE,,,0.0
OTHER PLASTIC ITEMS                               ,HONDURAS,,,0.1
OTHER PLASTIC ITEMS                               ,HONG KONG,,,14.45
OTHER PLASTIC ITEMS                               ,HUNGARY,,,1.77
OTHER PLASTIC ITEMS                               ,INDONESIA,,,23.28
OTHER PLASTIC ITEMS                               ,IRELAND,,,0.05
OTHER PLASTIC ITEMS                               ,ISRAEL,,,0.12
OTHER PLASTIC ITEMS                               ,ITALY,,,11.01
OTHER PLASTIC ITEMS                               ,JAPAN,,,56.82
OTHER PLASTIC ITEMS                               ,JORDAN,,,0.01
OTHER PLASTIC ITEMS                               ,KAZAKHSTAN,,,0.0
OTHER PLASTIC ITEMS                               ,KENYA,,,0.0
OTHER PLASTIC ITEMS                               ,KOREA DP RP,,,0.02
OTHER PLASTIC ITEMS                               ,KOREA RP,,,83.18
OTHER PLASTIC ITEMS                               ,KUWAIT,,,0.0
OTHER PLASTIC ITEMS                               ,LATVIA,,,0.0
OTHER PLASTIC ITEMS                               ,LIECHTENSTEIN,,,0.0
OTHER PLASTIC ITEMS                               ,LITHUANIA,,,0.07
OTHER PLASTIC ITEMS                               ,LUXEMBOURG,,,0.08
OTHER PLASTIC ITEMS                               ,MACAO,,,0.0
OTHER PLASTIC ITEMS                               ,MALAYSIA,,,5.03
OTHER PLASTIC ITEMS                               ,MALDIVES,,,0.01
OTHER PLASTIC ITEMS                               ,MARSHALL ISLAND,,,0.0
OTHER PLASTIC ITEMS                               ,MAURITIUS,,,0.0
OTHER PLASTIC ITEMS                               ,MEXICO,,,1.49
OTHER PLASTIC ITEMS                               ,MOROCCO,,,0.5
OTHER PLASTIC ITEMS                               ,MYANMAR,,,0.15
OTHER PLASTIC ITEMS                               ,NEPAL,,,0.5
OTHER PLASTIC ITEMS                               ,NETHERLAND,,,7.63
OTHER PLASTIC ITEMS                               ,NETHERLANDANTIL,,,0.21
OTHER PLASTIC ITEMS                               ,NEW ZEALAND,,,0.0
OTHER PLASTIC ITEMS                               ,NICARAGUA,,,0.0
OTHER PLASTIC ITEMS                               ,NIGERIA,,,0.0
OTHER PLASTIC ITEMS                               ,NORWAY,,,0.0
OTHER PLASTIC ITEMS                               ,OMAN,,,0.0
OTHER PLASTIC ITEMS                               ,PARAGUAY,,,0.01
OTHER PLASTIC ITEMS                               ,PHILIPPINES,,,0.15
OTHER PLASTIC ITEMS                               ,POLAND,,,1.88
OTHER PLASTIC ITEMS                               ,PORTUGAL,,,0.84
OTHER PLASTIC ITEMS                               ,QATAR,,,0.0
OTHER PLASTIC ITEMS                               ,ROMANIA,,,0.21
OTHER PLASTIC ITEMS                               ,RUSSIA,,,0.15
OTHER PLASTIC ITEMS                               ,SAUDI ARAB,,,0.14
OTHER PLASTIC ITEMS                               ,SERBIA,,,0.0
OTHER PLASTIC ITEMS                               ,SEYCHELLES,,,0.0
OTHER PLASTIC ITEMS                               ,SINGAPORE,,,33.85
OTHER PLASTIC ITEMS                               ,SLOVAK REP,,,0.56
OTHER PLASTIC ITEMS                               ,SLOVENIA,,,0.2
OTHER PLASTIC ITEMS                               ,SOUTH AFRICA,,,0.05
OTHER PLASTIC ITEMS                               ,SPAIN,,,5.03
OTHER PLASTIC ITEMS                               ,SRI LANKA DSR,,,0.14
OTHER PLASTIC ITEMS                               ,SUDAN,,,0.0
OTHER PLASTIC ITEMS                               ,SWEDEN,,,1.78
OTHER PLASTIC ITEMS                               ,SWITZERLAND,,,2.8
OTHER PLASTIC ITEMS                               ,TAIWAN,,,22.33
OTHER PLASTIC ITEMS                               ,TANZANIA REP,,,0.0
OTHER PLASTIC ITEMS                               ,THAILAND,,,14.23
OTHER PLASTIC ITEMS                               ,TUNISIA,,,0.0
OTHER PLASTIC ITEMS                               ,TURKEY,,,0.49
OTHER PLASTIC ITEMS                               ,U ARAB EMTS,,,7.02
OTHER PLASTIC ITEMS                               ,U K,,,6.35
OTHER PLASTIC ITEMS                               ,U S A,,,43.8
OTHER PLASTIC ITEMS                               ,UKRAINE,,,0.0
OTHER PLASTIC ITEMS                               ,UNSPECIFIED,,,0.09
OTHER PLASTIC ITEMS                               ,VIETNAM SOC REP,,,16.6
"PLASTC SHT, FILM, PLTS ETC                        ",ANGOLA,KGS,657.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",ARGENTINA,KGS,2.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",AUSTRALIA,KGS,386595.0,3.08
"PLASTC SHT, FILM, PLTS ETC                        ",AUSTRIA,KGS,1592957.0,13.16
"PLASTC SHT, FILM, PLTS ETC                        ",BAHARAIN IS,KGS,513434.0,1.07
"PLASTC SHT, FILM, PLTS ETC                        ",BANGLADESH PR,KGS,6913200.0,11.74
"PLASTC SHT, FILM, PLTS ETC                        ",BELARUS,KGS,7.0,0.01
"PLASTC SHT, FILM, PLTS ETC                        ",BELGIUM,KGS,27206970.0,36.24
"PLASTC SHT, FILM, PLTS ETC                        ",BHUTAN,KGS,0.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",BRAZIL,KGS,604301.0,1.03
"PLASTC SHT, FILM, PLTS ETC                        ",BULGARIA,KGS,60928.0,0.1
"PLASTC SHT, FILM, PLTS ETC                        ",CAMBODIA,KGS,0.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",CANADA,KGS,7169377.0,4.58
"PLASTC SHT, FILM, PLTS ETC                        ",CHILE,KGS,52913.0,0.05
"PLASTC SHT, FILM, PLTS ETC                        ",CHINA P RP,KGS,397810740.0,1177.61
"PLASTC SHT, FILM, PLTS ETC                        ",COLOMBIA,KGS,89372.0,0.2
"PLASTC SHT, FILM, PLTS ETC                        ",COSTA RICA,KGS,20.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",CROATIA,KGS,42562.0,0.03
"PLASTC SHT, FILM, PLTS ETC                        ",CZECH REPUBLIC,KGS,73926.0,0.45
"PLASTC SHT, FILM, PLTS ETC                        ",DENMARK,KGS,2113421.0,31.11
"PLASTC SHT, FILM, PLTS ETC                        ",EGYPT A RP,KGS,17142.0,0.06
"PLASTC SHT, FILM, PLTS ETC                        ",EL SALVADOR,KGS,0.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",ESTONIA,KGS,41810.0,0.04
"PLASTC SHT, FILM, PLTS ETC                        ",ETHIOPIA,KGS,0.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",FIJI IS,KGS,0.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",FINLAND,KGS,873525.0,4.23
"PLASTC SHT, FILM, PLTS ETC                        ",FRANCE,KGS,3283248.0,25.69
"PLASTC SHT, FILM, PLTS ETC                        ",GERMANY,KGS,23226673.0,139.29
"PLASTC SHT, FILM, PLTS ETC                        ",GHANA,KGS,24689.0,0.09
"PLASTC SHT, FILM, PLTS ETC                        ",GREECE,KGS,473568.0,0.45
"PLASTC SHT, FILM, PLTS ETC                        ",GUINEA,KGS,60.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",HONDURAS,KGS,10.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",HONG KONG,KGS,4927345.0,190.03
"PLASTC SHT, FILM, PLTS ETC                        ",HUNGARY,KGS,15126.0,0.29
"PLASTC SHT, FILM, PLTS ETC                        ",INDONESIA,KGS,15086666.0,37.38
"PLASTC SHT, FILM, PLTS ETC                        ",IRAN,KGS,910.0,0.01
"PLASTC SHT, FILM, PLTS ETC                        ",IRELAND,KGS,360019.0,140.87
"PLASTC SHT, FILM, PLTS ETC                        ",ISRAEL,KGS,1656700.0,6.7
"PLASTC SHT, FILM, PLTS ETC                        ",ITALY,KGS,15166977.0,40.33
"PLASTC SHT, FILM, PLTS ETC                        ",JAMAICA,KGS,0.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",JAPAN,KGS,8500074.0,67.42
"PLASTC SHT, FILM, PLTS ETC                        ",JORDAN,KGS,480.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",KAZAKHSTAN,KGS,127.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",KENYA,KGS,133.0,0.01
"PLASTC SHT, FILM, PLTS ETC                        ",KOREA RP,KGS,35830949.0,168.82
"PLASTC SHT, FILM, PLTS ETC                        ",KUWAIT,KGS,216875.0,0.1
"PLASTC SHT, FILM, PLTS ETC                        ",LATVIA,KGS,45087.0,0.04
"PLASTC SHT, FILM, PLTS ETC                        ",LEBANON,KGS,119.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",LITHUANIA,KGS,286458.0,0.44
"PLASTC SHT, FILM, PLTS ETC                        ",LUXEMBOURG,KGS,36557.0,0.05
"PLASTC SHT, FILM, PLTS ETC                        ",MACAO,KGS,0.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",MACEDONIA,KGS,0.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",MALAYSIA,KGS,15062711.0,42.84
"PLASTC SHT, FILM, PLTS ETC                        ",MALDIVES,KGS,22.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",MALTA,KGS,14736.0,0.16
"PLASTC SHT, FILM, PLTS ETC                        ",MAURITIUS,KGS,22670.0,0.01
"PLASTC SHT, FILM, PLTS ETC                        ",MEXICO,KGS,387081.0,1.24
"PLASTC SHT, FILM, PLTS ETC                        ",MONACO,KGS,0.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",MOROCCO,KGS,56996.0,0.04
"PLASTC SHT, FILM, PLTS ETC                        ",MYANMAR,KGS,1923.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",NEPAL,KGS,1066932.0,1.76
"PLASTC SHT, FILM, PLTS ETC                        ",NETHERLAND,KGS,4476095.0,24.81
"PLASTC SHT, FILM, PLTS ETC                        ",NETHERLANDANTIL,KGS,437.0,0.03
"PLASTC SHT, FILM, PLTS ETC                        ",NEW CALEDONIA,KGS,1174.0,0.01
"PLASTC SHT, FILM, PLTS ETC                        ",NEW ZEALAND,KGS,451018.0,1.02
"PLASTC SHT, FILM, PLTS ETC                        ",NIGER,KGS,966.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",NIGERIA,KGS,421379.0,0.69
"PLASTC SHT, FILM, PLTS ETC                        ",NORFOLK IS,KGS,39850.0,0.01
"PLASTC SHT, FILM, PLTS ETC                        ",NORWAY,KGS,23546.0,0.43
"PLASTC SHT, FILM, PLTS ETC                        ",OMAN,KGS,544571.0,0.6
"PLASTC SHT, FILM, PLTS ETC                        ",PANAMA REPUBLIC,KGS,0.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",PARAGUAY,KGS,58.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",PERU,KGS,300.0,0.01
"PLASTC SHT, FILM, PLTS ETC                        ",PHILIPPINES,KGS,9577.0,0.36
"PLASTC SHT, FILM, PLTS ETC                        ",POLAND,KGS,2224955.0,3.95
"PLASTC SHT, FILM, PLTS ETC                        ",PORTUGAL,KGS,725435.0,0.75
"PLASTC SHT, FILM, PLTS ETC                        ",PUERTO RICO,KGS,32011.0,0.01
"PLASTC SHT, FILM, PLTS ETC                        ",QATAR,KGS,24341.0,0.05
"PLASTC SHT, FILM, PLTS ETC                        ",ROMANIA,KGS,28317.0,0.1
"PLASTC SHT, FILM, PLTS ETC                        ",RUSSIA,KGS,673524.0,1.28
"PLASTC SHT, FILM, PLTS ETC                        ",SAMOA,KGS,0.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",SAUDI ARAB,KGS,3308638.0,6.09
"PLASTC SHT, FILM, PLTS ETC                        ",SEYCHELLES,KGS,4878.0,0.01
"PLASTC SHT, FILM, PLTS ETC                        ",SINGAPORE,KGS,2353483.0,32.57
"PLASTC SHT, FILM, PLTS ETC                        ",SLOVAK REP,KGS,132981.0,0.53
"PLASTC SHT, FILM, PLTS ETC                        ",SLOVENIA,KGS,737437.0,3.6
"PLASTC SHT, FILM, PLTS ETC                        ",SOUTH AFRICA,KGS,253469.0,0.25
"PLASTC SHT, FILM, PLTS ETC                        ",SPAIN,KGS,5539237.0,13.27
"PLASTC SHT, FILM, PLTS ETC                        ",SRI LANKA DSR,KGS,61724.0,0.42
"PLASTC SHT, FILM, PLTS ETC                        ",ST HELENA,KGS,0.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",SWAZILAND,KGS,1.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",SWEDEN,KGS,842031.0,3.23
"PLASTC SHT, FILM, PLTS ETC                        ",SWITZERLAND,KGS,171012.0,2.81
"PLASTC SHT, FILM, PLTS ETC                        ",TAIWAN,KGS,19301473.0,66.01
"PLASTC SHT, FILM, PLTS ETC                        ",THAILAND,KGS,44695742.0,120.89
"PLASTC SHT, FILM, PLTS ETC                        ",TRINIDAD,KGS,0.0,0.0
"PLASTC SHT, FILM, PLTS ETC                        ",TUNISIA,KGS,56825.0,0.06
"PLASTC SHT, FILM, PLTS ETC                        ",TURKEY,KGS,6130087.0,38.89
"PLASTC SHT, FILM, PLTS ETC                        ",U ARAB EMTS,KGS,15962904.0,20.51
"PLASTC SHT, FILM, PLTS ETC                        ",U K,KGS,12391797.0,26.94
"PLASTC SHT, FILM, PLTS ETC                        ",U S A,KGS,138794505.0,203.44
"PLASTC SHT, FILM, PLTS ETC                        ",UKRAINE,KGS,22108.0,0.1
"PLASTC SHT, FILM, PLTS ETC                        ",UNSPECIFIED,KGS,7039.0,0.05
"PLASTC SHT, FILM, PLTS ETC                        ",URUGUAY,KGS,27000.0,0.02
"PLASTC SHT, FILM, PLTS ETC                        ",VIETNAM SOC REP,KGS,15567452.0,154.48
PLASTIC RAW MATERIALS                             ,ANTIGUA,TON,3.0,0.14
PLASTIC RAW MATERIALS                             ,ARGENTINA,TON,6.0,0.31
PLASTIC RAW MATERIALS                             ,AUSTRALIA,TON,2035.0,5.18
PLASTIC RAW MATERIALS                             ,AUSTRIA,TON,1599.0,4.2
PLASTIC RAW MATERIALS                             ,BAHAMAS,TON,763.0,0.96
PLASTIC RAW MATERIALS                             ,BAHARAIN IS,TON,20533.0,25.14
PLASTIC RAW MATERIALS                             ,BANGLADESH PR,TON,37722.0,38.98
PLASTIC RAW MATERIALS                             ,BARBADOS,TON,6.0,0.06
PLASTIC RAW MATERIALS                             ,BELARUS,TON,0.0,0.0
PLASTIC RAW MATERIALS                             ,BELGIUM,TON,144979.0,429.19
PLASTIC RAW MATERIALS                             ,BENIN,TON,25.0,0.02
PLASTIC RAW MATERIALS                             ,BHUTAN,TON,0.0,0.0
PLASTIC RAW MATERIALS                             ,BRAZIL,TON,4571.0,8.36
PLASTIC RAW MATERIALS                             ,BRUNEI,TON,0.0,0.0
PLASTIC RAW MATERIALS                             ,BULGARIA,TON,143.0,0.14
PLASTIC RAW MATERIALS                             ,CAMBODIA,TON,0.0,0.0
PLASTIC RAW MATERIALS                             ,CAMEROON,TON,0.0,0.0
PLASTIC RAW MATERIALS                             ,CANADA,TON,32969.0,43.17
PLASTIC RAW MATERIALS                             ,CHILE,TON,70.0,0.5
PLASTIC RAW MATERIALS                             ,CHINA P RP,TON,1942957.0,3538.13
PLASTIC RAW MATERIALS                             ,COLOMBIA,TON,19765.0,22.6
PLASTIC RAW MATERIALS                             ,COSTA RICA,TON,0.0,0.0
PLASTIC RAW MATERIALS                             ,CROATIA,TON,44.0,0.05
PLASTIC RAW MATERIALS                             ,CYPRUS,TON,0.0,0.0
PLASTIC RAW MATERIALS                             ,CZECH REPUBLIC,TON,166.0,1.13
PLASTIC RAW MATERIALS                             ,DENMARK,TON,163.0,2.95
PLASTIC RAW MATERIALS                             ,DJIBOUTI,TON,663.0,0.47
PLASTIC RAW MATERIALS                             ,DOMINIC REP,TON,66.0,0.05
PLASTIC RAW MATERIALS                             ,DOMINICA,TON,0.0,0.0
PLASTIC RAW MATERIALS                             ,ECUADOR,TON,169.0,0.08
PLASTIC RAW MATERIALS                             ,EGYPT A RP,TON,7025.0,7.17
PLASTIC RAW MATERIALS                             ,EL SALVADOR,TON,47.0,0.02
PLASTIC RAW MATERIALS                             ,EQUTL GUINEA,TON,74.0,0.05
PLASTIC RAW MATERIALS                             ,ESTONIA,TON,7.0,0.03
PLASTIC RAW MATERIALS                             ,ETHIOPIA,TON,104.0,0.06
PLASTIC RAW MATERIALS                             ,FINLAND,TON,9152.0,33.34
PLASTIC RAW MATERIALS                             ,FRANCE,TON,50355.0,130.81
PLASTIC RAW MATERIALS                             ,GEORGIA,TON,25.0,0.04
PLASTIC RAW MATERIALS                             ,GERMANY,TON,96648.0,374.82
PLASTIC RAW MATERIALS                             ,GHANA,TON,179.0,0.11
PLASTIC RAW MATERIALS                             ,GREECE,TON,444.0,1.52
PLASTIC RAW MATERIALS                             ,GUATEMALA,TON,190.0,0.13
PLASTIC RAW MATERIALS                             ,GUERNSEY,TON,0.0,0.01
PLASTIC RAW MATERIALS                             ,GUINEA,TON,27.0,0.02
PLASTIC RAW MATERIALS                             ,HONDURAS,TON,209.0,0.13
PLASTIC RAW MATERIALS                             ,HONG KONG,TON,7089.0,19.98
PLASTIC RAW MATERIALS                             ,HUNGARY,TON,660.0,0.96
PLASTIC RAW MATERIALS                             ,ICELAND,TON,0.0,0.02
PLASTIC RAW MATERIALS                             ,INDONESIA,TON,103061.0,132.32
PLASTIC RAW MATERIALS                             ,IRAN,TON,4543.0,5.31
PLASTIC RAW MATERIALS                             ,IRELAND,TON,1419.0,19.78
PLASTIC RAW MATERIALS                             ,ISRAEL,TON,28300.0,14.28
PLASTIC RAW MATERIALS                             ,ITALY,TON,29956.0,107.89
PLASTIC RAW MATERIALS                             ,JAPAN,TON,577046.0,1047.4
PLASTIC RAW MATERIALS                             ,JORDAN,TON,272.0,0.21
PLASTIC RAW MATERIALS                             ,KAZAKHSTAN,TON,6.0,0.36
PLASTIC RAW MATERIALS                             ,KENYA,TON,27.0,0.06
PLASTIC RAW MATERIALS                             ,KIRIBATI REP,TON,0.0,0.0
PLASTIC RAW MATERIALS                             ,KOREA DP RP,TON,89.0,0.21
PLASTIC RAW MATERIALS                             ,KOREA RP,TON,910113.0,1989.83
PLASTIC RAW MATERIALS                             ,KUWAIT,TON,118131.0,133.6
PLASTIC RAW MATERIALS                             ,LATVIA,TON,111.0,0.12
PLASTIC RAW MATERIALS                             ,LEBANON,TON,35.0,0.05
PLASTIC RAW MATERIALS                             ,LIBYA,TON,197.0,0.15
PLASTIC RAW MATERIALS                             ,LITHUANIA,TON,743.0,0.59
